1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
4.1 א  וְהָאָדָם, יָדַע אֶת-חַוָּה אִשְׁתּוֹ; וַתַּהַר, וַתֵּלֶד אֶת-קַיִן, וַתֹּאמֶר, קָנִיתִי אִישׁ אֶת-יְהוָה.	1 And the man knew Eve his wife; and she conceived and bore Cain, and said: 'I have gotten a man with the help of the LORD.'
4.2 ב  וַתֹּסֶף לָלֶדֶת, אֶת-אָחִיו אֶת-הָבֶל; וַיְהִי-הֶבֶל, רֹעֵה צֹאן, וְקַיִן, הָיָה עֹבֵד אֲדָמָה.	2 And again she bore his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.
4.3 ג  וַיְהִי, מִקֵּץ יָמִים; וַיָּבֵא קַיִן מִפְּרִי הָאֲדָמָה, מִנְחָה--לַיהוָה.	3 And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.
4.4 ד  וְהֶבֶל הֵבִיא גַם-הוּא מִבְּכֹרוֹת צֹאנוֹ, וּמֵחֶלְבֵהֶן; וַיִּשַׁע יְהוָה, אֶל-הֶבֶל וְאֶל-מִנְחָתוֹ.	4 And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering;
4.5 ה  וְאֶל-קַיִן וְאֶל-מִנְחָתוֹ, לֹא שָׁעָה; וַיִּחַר לְקַיִן מְאֹד, וַיִּפְּלוּ פָּנָיו.	5 but unto Cain and to his offering He had not respect. And Cain was very wroth, and his countenance fell.
4.6 ו  וַיֹּאמֶר יְהוָה, אֶל-קָיִן:  לָמָּה חָרָה לָךְ, וְלָמָּה נָפְלוּ פָנֶיךָ.	6 And the LORD said unto Cain: 'Why art thou wroth? and why is thy countenance fallen?
4.7 ז  הֲלוֹא אִם-תֵּיטִיב, שְׂאֵת, וְאִם לֹא תֵיטִיב, לַפֶּתַח חַטָּאת רֹבֵץ; וְאֵלֶיךָ, תְּשׁוּקָתוֹ, וְאַתָּה, תִּמְשָׁל-בּוֹ.	7 If thou doest well, shall it not be lifted up? and if thou doest not well, sin coucheth at the door; and unto thee is its desire, but thou mayest rule over it.'
4.8 ח  וַיֹּאמֶר קַיִן, אֶל-הֶבֶל אָחִיו; וַיְהִי בִּהְיוֹתָם בַּשָּׂדֶה, וַיָּקָם קַיִן אֶל-הֶבֶל אָחִיו וַיַּהַרְגֵהוּ.	8 And Cain spoke unto Abel his brother. And it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.
4.9 ט  וַיֹּאמֶר יְהוָה אֶל-קַיִן, אֵי הֶבֶל אָחִיךָ; וַיֹּאמֶר לֹא יָדַעְתִּי, הֲשֹׁמֵר אָחִי אָנֹכִי.	9 And the LORD said unto Cain: 'Where is Abel thy brother?' And he said: 'I know not; am I my brother's keeper?'
4.10 י  וַיֹּאמֶר, מֶה עָשִׂיתָ; קוֹל דְּמֵי אָחִיךָ, צֹעֲקִים אֵלַי מִן-הָאֲדָמָה.	10 And He said: 'What hast thou done? the voice of thy brother's blood crieth unto Me from the ground.
4.11 יא  וְעַתָּה, אָרוּר אָתָּה, מִן-הָאֲדָמָה אֲשֶׁר פָּצְתָה אֶת-פִּיהָ, לָקַחַת אֶת-דְּמֵי אָחִיךָ מִיָּדֶךָ.	11 And now cursed art thou from the ground, which hath opened her mouth to receive thy brother's blood from thy hand.
4.12 יב  כִּי תַעֲבֹד אֶת-הָאֲדָמָה, לֹא-תֹסֵף תֵּת-כֹּחָהּ לָךְ; נָע וָנָד, תִּהְיֶה בָאָרֶץ.	12 When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a wanderer shalt thou be in the earth.'
4.13 יג  וַיֹּאמֶר קַיִן, אֶל-יְהוָה:  גָּדוֹל עֲוֺנִי, מִנְּשֹׂא.	13 And Cain said unto the LORD: 'My punishment is greater than I can bear.
4.14 יד  הֵן גֵּרַשְׁתָּ אֹתִי הַיּוֹם, מֵעַל פְּנֵי הָאֲדָמָה, וּמִפָּנֶיךָ, אֶסָּתֵר; וְהָיִיתִי נָע וָנָד, בָּאָרֶץ, וְהָיָה כָל-מֹצְאִי, יַהַרְגֵנִי.	14 Behold, Thou hast driven me out this day from the face of the land; and from Thy face shall I be hid; and I shall be a fugitive and a wanderer in the earth; and it will come to pass, that whosoever findeth me will slay me.'
4.15 טו  וַיֹּאמֶר לוֹ יְהוָה, לָכֵן כָּל-הֹרֵג קַיִן, שִׁבְעָתַיִם, יֻקָּם; וַיָּשֶׂם יְהוָה לְקַיִן אוֹת, לְבִלְתִּי הַכּוֹת-אֹתוֹ כָּל-מֹצְאוֹ.	15 And the LORD said unto him: 'Therefore whosoever slayeth Cain, vengeance shall be taken on him sevenfold.' And the LORD set a sign for Cain, lest any finding him should smite him.
4.16 טז  וַיֵּצֵא קַיִן, מִלִּפְנֵי יְהוָה; וַיֵּשֶׁב בְּאֶרֶץ-נוֹד, קִדְמַת-עֵדֶן.	16 And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden.
4.17 יז  וַיֵּדַע קַיִן אֶת-אִשְׁתּוֹ, וַתַּהַר וַתֵּלֶד אֶת-חֲנוֹךְ; וַיְהִי, בֹּנֶה עִיר, וַיִּקְרָא שֵׁם הָעִיר, כְּשֵׁם בְּנוֹ חֲנוֹךְ.	17 And Cain knew his wife; and she conceived, and bore Enoch; and he builded a city, and called the name of the city after the name of his son Enoch.
4.18 יח  וַיִּוָּלֵד לַחֲנוֹךְ, אֶת-עִירָד, וְעִירָד, יָלַד אֶת-מְחוּיָאֵל; וּמְחִיָּיאֵל, יָלַד אֶת-מְתוּשָׁאֵל, וּמְתוּשָׁאֵל, יָלַד אֶת-לָמֶךְ.	18 And unto Enoch was born Irad; and Irad begot Mehujael; and Mehujael begot Methushael; and Methushael begot Lamech.
4.19 יט  וַיִּקַּח-לוֹ לֶמֶךְ, שְׁתֵּי נָשִׁים:  שֵׁם הָאַחַת עָדָה, וְשֵׁם הַשֵּׁנִית צִלָּה.	19 And Lamech took unto him two wives; the name of one was Adah, and the name of the other Zillah.
4.20 כ  וַתֵּלֶד עָדָה, אֶת-יָבָל:  הוּא הָיָה--אֲבִי, יֹשֵׁב אֹהֶל וּמִקְנֶה.	20 And Adah bore Jabal; he was the father of such as dwell in tents and have cattle.
4.21 כא  וְשֵׁם אָחִיו, יוּבָל:  הוּא הָיָה--אֲבִי, כָּל-תֹּפֵשׂ כִּנּוֹר וְעוּגָב.	21 And his brother's name was Jubal; he was the father of all such as handle the harp and pipe.
4.22 כב  וְצִלָּה גַם-הִוא, יָלְדָה אֶת-תּוּבַל קַיִן--לֹטֵשׁ, כָּל-חֹרֵשׁ נְחֹשֶׁת וּבַרְזֶל; וַאֲחוֹת תּוּבַל-קַיִן, נַעֲמָה.	22 And Zillah, she also bore Tubal-cain, the forger of every cutting instrument of brass and iron; and the sister of Tubal-cain was Naamah.
4.23 כג  וַיֹּאמֶר לֶמֶךְ לְנָשָׁיו, עָדָה וְצִלָּה שְׁמַעַן קוֹלִי--נְשֵׁי לֶמֶךְ, הַאְזֵנָּה אִמְרָתִי:  כִּי אִישׁ הָרַגְתִּי לְפִצְעִי, וְיֶלֶד לְחַבֻּרָתִי.	23 And Lamech said unto his wives: Adah and Zillah, hear my voice; ye wives of Lamech, hearken unto my speech; for I have slain a man for wounding me, and a young man for bruising me;
4.24 כד  כִּי שִׁבְעָתַיִם, יֻקַּם-קָיִן; וְלֶמֶךְ, שִׁבְעִים וְשִׁבְעָה.	24 If Cain shall be avenged sevenfold, truly Lamech seventy and sevenfold.
4.25 כה  וַיֵּדַע אָדָם עוֹד, אֶת-אִשְׁתּוֹ, וַתֵּלֶד בֵּן, וַתִּקְרָא אֶת-שְׁמוֹ שֵׁת:  כִּי שָׁת-לִי אֱלֹהִים, זֶרַע אַחֵר--תַּחַת הֶבֶל, כִּי הֲרָגוֹ קָיִן.	25 And Adam knew his wife again; and she bore a son, and called his name Seth: 'for God hath appointed me another seed instead of Abel; for Cain slew him.'
4.26 כו  וּלְשֵׁת גַּם-הוּא יֻלַּד-בֵּן, וַיִּקְרָא אֶת-שְׁמוֹ אֱנוֹשׁ; אָז הוּחַל, לִקְרֹא בְּשֵׁם יְהוָה.  {ס}	26 And to Seth, to him also there was born a son; and he called his name Enosh; then began men to call upon the name of the LORD. {S}
5.1 א  זֶה סֵפֶר, תּוֹלְדֹת אָדָם:  בְּיוֹם, בְּרֹא אֱלֹהִים אָדָם, בִּדְמוּת אֱלֹהִים, עָשָׂה אֹתוֹ.	1 This is the book of the generations of Adam. In the day that God created man, in the likeness of God made He him;
5.2 ב  זָכָר וּנְקֵבָה, בְּרָאָם; וַיְבָרֶךְ אֹתָם, וַיִּקְרָא אֶת-שְׁמָם אָדָם, בְּיוֹם, הִבָּרְאָם.	2 male and female created He them, and blessed them, and called their name Adam, in the day when they were created.
5.3 ג  וַיְחִי אָדָם, שְׁלֹשִׁים וּמְאַת שָׁנָה, וַיּוֹלֶד בִּדְמוּתוֹ, כְּצַלְמוֹ; וַיִּקְרָא אֶת-שְׁמוֹ, שֵׁת.	3 And Adam lived a hundred and thirty years, and begot a son in his own likeness, after his image; and called his name Seth.
5.4 ד  וַיִּהְיוּ יְמֵי-אָדָם, אַחֲרֵי הוֹלִידוֹ אֶת-שֵׁת, שְׁמֹנֶה מֵאֹת, שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	4 And the days of Adam after he begot Seth were eight hundred years; and he begot sons and daughters.
5.5 ה  וַיִּהְיוּ כָּל-יְמֵי אָדָם, אֲשֶׁר-חַי, תְּשַׁע מֵאוֹת שָׁנָה, וּשְׁלֹשִׁים שָׁנָה; וַיָּמֹת.  {ס}	5 And all the days that Adam lived were nine hundred and thirty years; and he died. {S}
5.6 ו  וַיְחִי-שֵׁת, חָמֵשׁ שָׁנִים וּמְאַת שָׁנָה; וַיּוֹלֶד, אֶת-אֱנוֹשׁ.	6 And Seth lived a hundred and five years, and begot Enosh.
5.7 ז  וַיְחִי-שֵׁת, אַחֲרֵי הוֹלִידוֹ אֶת-אֱנוֹשׁ, שֶׁבַע שָׁנִים, וּשְׁמֹנֶה מֵאוֹת שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	7 And Seth lived after he begot Enosh eight hundred and seven years, and begot sons and daughters.
5.8 ח  וַיִּהְיוּ, כָּל-יְמֵי-שֵׁת, שְׁתֵּים עֶשְׂרֵה שָׁנָה, וּתְשַׁע מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	8 And all the days of Seth were nine hundred and twelve years; and he died. {S}
5.9 ט  וַיְחִי אֱנוֹשׁ, תִּשְׁעִים שָׁנָה; וַיּוֹלֶד, אֶת-קֵינָן.	9 And Enosh lived ninety years, and begot Kenan.
5.10 י  וַיְחִי אֱנוֹשׁ, אַחֲרֵי הוֹלִידוֹ אֶת-קֵינָן, חֲמֵשׁ עֶשְׂרֵה שָׁנָה, וּשְׁמֹנֶה מֵאוֹת שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	10 And Enosh lived after he begot Kenan eight hundred and fifteen years, and begot sons and daughters.
5.11 יא  וַיִּהְיוּ, כָּל-יְמֵי אֱנוֹשׁ, חָמֵשׁ שָׁנִים, וּתְשַׁע מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	11 And all the days of Enosh were nine hundred and five years; and he died. {S}
5.12 יב  וַיְחִי קֵינָן, שִׁבְעִים שָׁנָה; וַיּוֹלֶד, אֶת-מַהֲלַלְאֵל.	12 And Kenan lived seventy years, and begot Mahalalel.
5.13 יג  וַיְחִי קֵינָן, אַחֲרֵי הוֹלִידוֹ אֶת-מַהֲלַלְאֵל, אַרְבָּעִים שָׁנָה, וּשְׁמֹנֶה מֵאוֹת שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	13 And Kenan lived after he begot Mahalalel eight hundred and forty years, and begot sons and daughters.
5.14 יד  וַיִּהְיוּ, כָּל-יְמֵי קֵינָן, עֶשֶׂר שָׁנִים, וּתְשַׁע מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	14 And all the days of Kenan were nine hundred and ten years; and he died. {S}
5.15 טו  וַיְחִי מַהֲלַלְאֵל, חָמֵשׁ שָׁנִים וְשִׁשִּׁים שָׁנָה; וַיּוֹלֶד, אֶת-יָרֶד.	15 And Mahalalel lived sixty and five years, and begot Jared.
5.16 טז  וַיְחִי מַהֲלַלְאֵל, אַחֲרֵי הוֹלִידוֹ אֶת-יֶרֶד, שְׁלֹשִׁים שָׁנָה, וּשְׁמֹנֶה מֵאוֹת שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	16 And Mahalalel lived after he begot Jared eight hundred and thirty years, and begot sons and daughters.
5.17 יז  וַיִּהְיוּ, כָּל-יְמֵי מַהֲלַלְאֵל, חָמֵשׁ וְתִשְׁעִים שָׁנָה, וּשְׁמֹנֶה מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	17 And all the days of Mahalalel were eight hundred ninety and five years; and he died. {S}
5.18 יח  וַיְחִי-יֶרֶד, שְׁתַּיִם וְשִׁשִּׁים שָׁנָה וּמְאַת שָׁנָה; וַיּוֹלֶד, אֶת-חֲנוֹךְ.	18 And Jared lived a hundred sixty and two years, and begot Enoch.
5.19 יט  וַיְחִי-יֶרֶד, אַחֲרֵי הוֹלִידוֹ אֶת-חֲנוֹךְ, שְׁמֹנֶה מֵאוֹת, שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	19 And Jared lived after he begot Enoch eight hundred years, and begot sons and daughters.
5.20 כ  וַיִּהְיוּ, כָּל-יְמֵי-יֶרֶד, שְׁתַּיִם וְשִׁשִּׁים שָׁנָה, וּתְשַׁע מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	20 And all the days of Jared were nine hundred sixty and two years; and he died. {S}
5.21 כא  וַיְחִי חֲנוֹךְ, חָמֵשׁ וְשִׁשִּׁים שָׁנָה; וַיּוֹלֶד, אֶת-מְתוּשָׁלַח.	21 And Enoch lived sixty and five years, and begot Methuselah.
5.22 כב  וַיִּתְהַלֵּךְ חֲנוֹךְ אֶת-הָאֱלֹהִים, אַחֲרֵי הוֹלִידוֹ אֶת-מְתוּשֶׁלַח, שְׁלֹשׁ מֵאוֹת, שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	22 And Enoch walked with God after he begot Methuselah three hundred years, and begot sons and daughters.
5.23 כג  וַיְהִי, כָּל-יְמֵי חֲנוֹךְ, חָמֵשׁ וְשִׁשִּׁים שָׁנָה, וּשְׁלֹשׁ מֵאוֹת שָׁנָה.	23 And all the days of Enoch were three hundred sixty and five years.
5.24 כד  וַיִּתְהַלֵּךְ חֲנוֹךְ, אֶת-הָאֱלֹהִים; וְאֵינֶנּוּ, כִּי-לָקַח אֹתוֹ אֱלֹהִים.  {ס}	24 And Enoch walked with God, and he was not; for God took him. {S}
5.25 כה  וַיְחִי מְתוּשֶׁלַח, שֶׁבַע וּשְׁמֹנִים שָׁנָה וּמְאַת שָׁנָה; וַיּוֹלֶד, אֶת-לָמֶךְ.	25 And Methuselah lived a hundred eighty and seven years, and begot Lamech.
5.26 כו  וַיְחִי מְתוּשֶׁלַח, אַחֲרֵי הוֹלִידוֹ אֶת-לֶמֶךְ, שְׁתַּיִם וּשְׁמוֹנִים שָׁנָה, וּשְׁבַע מֵאוֹת שָׁנָה; וַיּוֹלֶד בָּנִים, וּבָנוֹת.	26 And Methuselah lived after he begot Lamech seven hundred eighty and two years, and begot sons and daughters.
5.27 כז  וַיִּהְיוּ, כָּל-יְמֵי מְתוּשֶׁלַח, תֵּשַׁע וְשִׁשִּׁים שָׁנָה, וּתְשַׁע מֵאוֹת שָׁנָה; וַיָּמֹת.  {ס}	27 And all the days of Methuselah were nine hundred sixty and nine years; and he died. {S}
5.28 כח  וַיְחִי-לֶמֶךְ, שְׁתַּיִם וּשְׁמֹנִים שָׁנָה וּמְאַת שָׁנָה; וַיּוֹלֶד, בֵּן.	28 And Lamech lived a hundred eighty and two years, and begot a son.
5.29 כט  וַיִּקְרָא אֶת-שְׁמוֹ נֹחַ, לֵאמֹר:  זֶה יְנַחֲמֵנוּ מִמַּעֲשֵׂנוּ, וּמֵעִצְּבוֹן יָדֵינוּ, מִן-הָאֲדָמָה, אֲשֶׁר אֵרְרָהּ יְהוָה.	29 And he called his name Noah, saying: 'This same shall comfort us in our work and in the toil of our hands, which cometh from the ground which the LORD hath cursed.'
